name,ranked,genre,theme,status,episodes,duration,start_date,end_date,favorites
Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,Ranked #216,"DramaDrama,","IsekaiIsekai,",Finished,13,27,"['Jul8', '2020']","['Sep30', '2020']",11.213
Major S6,Ranked #217,,,Finished,25,24,"['Apr3', '2010']","['Sep25', '2010']",470
Natsume Yuujinchou: Itsuka Yuki no Hi ni,Ranked #218,"DramaDrama,","IyashikeiIyashikei,",Finished,1,22,"['Feb5', '2014']",[''],106
One Outs,Ranked #219,,Adult,Finished,25,23,"['Oct8', '2008']","['Apr1', '2009']",3.924
Spy x Family Part 2,Ranked #220,"ActionAction,",,Finished,13,24,"['Oct1', '2022']","['Dec24', '2022']",6.685
Tensei shitara Slime Datta Ken 2nd Season Part 2,Ranked #221,"ActionAction,","IsekaiIsekai,",Finished,12,23,"['Jul6', '2021']","['Sep21', '2021']",10.350
Uchuu Senkan Yamato 2199,Ranked #222,"ActionAction,",Adult,Finished,26,25,"['May25', '2012']","['Oct25', '2013']",1.709
Versailles no Bara,Ranked #223,"DramaDrama,","HistoricalHistorical,",Finished,40,24,"['Oct10', '1979']","['Sep3', '1980']",2.800
"Violet Evergarden: Kitto ""Ai"" wo Shiru Hi ga Kuru no Darou",Ranked #224,"DramaDrama,",,Finished,1,34,"['Jul4', '2018']",[''],824
Bakemonogatari,Ranked #225,"MysteryMystery,",,Finished,15,25,"['Jul3', '2009']","['Jun25', '2010']",47.820
Given,Ranked #226,Boys,"MusicMusic,",Finished,11,22,"['Jul12', '2019']","['Sep20', '2019']",16.400
Gotcha!,Ranked #227,,,Finished,1,3,"['Sep29', '2020']",[''],224
Initial D First Stage,Ranked #228,"ActionAction,",,Finished,26,25,"['Apr19', '1998']","['Dec6', '1998']",10.938
Kidou Senshi Gundam: The Origin,Ranked #229,"ActionAction,","MechaMecha,",Finished,6,1,"['Feb28', '2015']","['May5', '2018']",822
Kingdom 2nd Season,Ranked #230,,"HistoricalHistorical,",Finished,39,25,"['Jun8', '2013']","['Mar2', '2014']",823
Fate/stay night: Unlimited Blade Works 2nd Season,Ranked #231,"ActionAction,",,Finished,13,24,"['Apr5', '2015']","['Jun28', '2015']",9.017
Katanagatari,Ranked #232,"ActionAction,","HistoricalHistorical,",Finished,12,50,"['Jan26', '2010']","['Dec11', '2010']",10.654
Kawaki wo Ameku,Ranked #233,,,Finished,1,4,"['Jan29', '2019']",[''],190
Natsume Yuujinchou Go Specials,Ranked #234,"DramaDrama,","IyashikeiIyashikei,",Finished,2,23,"['Mar30', '2017']","['Apr26', '2017']",55
Ookami to Koushinryou II,Ranked #235,"AdventureAdventure,",,Finished,12,24,"['Jul9', '2009']","['Sep24', '2009']",4.202
Romeo no Aoi Sora,Ranked #236,"AdventureAdventure,",,Finished,33,23,"['Jan15', '1995']","['Dec17', '1995']",616
Kobayashi-san Chi no Maid Dragon S,Ranked #237,"FantasyFantasy,",,Finished,12,23,"['Jul8', '2021']","['Sep23', '2021']",5.727
Natsume Yuujinchou,Ranked #238,"DramaDrama,","IyashikeiIyashikei,",Finished,13,24,"['Jul8', '2008']","['Sep30', '2008']",15.134
NHK ni Youkoso!,Ranked #239,"ComedyComedy,",Otaku,Finished,24,24,"['Jul10', '2006']","['Dec18', '2006']",25.193
Sakamichi no Apollon,Ranked #240,"DramaDrama,","HistoricalHistorical,",Finished,12,22,"['Apr13', '2012']","['Jun29', '2012']",6.817
Shelter (Music),Ranked #241,,,Finished,1,6,"['Oct18', '2016']",[''],2.413
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,Ranked #242,"DramaDrama,",,Finished,11,22,"['Apr15', '2011']","['Jun24', '2011']",32.125
Boku dake ga Inai Machi,Ranked #243,"MysteryMystery,","PsychologicalPsychological,",Finished,12,23,"['Jan8', '2016']","['Mar25', '2016']",46.203
Evangelion: 2.0 You Can (Not) Advance,Ranked #244,"ActionAction,","MechaMecha,",Finished,1,1,"['Jul27', '2009']",[''],3.349
Hunter x Hunter: Original Video Animation,Ranked #245,"ActionAction,",,Finished,8,24,"['Jan17', '2002']","['Apr17', '2002']",395
Kemono no Souja Erin,Ranked #246,"DramaDrama,",,Finished,50,25,"['Jan10', '2009']","['Dec26', '2009']",1.479
Detective Conan Movie 06: The Phantom of Baker Street,Ranked #247,"AdventureAdventure,",,Finished,1,1,"['Apr20', '2002']",[''],241
Diamond no Ace: Second Season,Ranked #248,,"SchoolSchool,",Finished,51,24,"['Apr6', '2015']","['Mar28', '2016']",1.044
Dr. Stone: Ryuusui,Ranked #262,"AdventureAdventure,",,Finished,1,54,"['Jul10', '2022']",[''],643
Hibike! Euphonium 2,Ranked #249,,"MusicMusic,",Finished,13,23,"['Oct6', '2016']","['Dec29', '2016']",3.379
IDOLiSH7 Third Beat! Part 2,Ranked #250,,Idols,Finished,17,24,"['Oct2', '2022']","['Feb26', '2023']",178
Kuroko no Basket 3rd Season,Ranked #251,,"SchoolSchool,",Finished,25,24,"['Jan11', '2015']","['Jun30', '2015']",5.007
Kino no Tabi: The Beautiful World,Ranked #252,"ActionAction,","IyashikeiIyashikei,",Finished,13,24,"['Apr8', '2003']","['Jul8', '2003']",6.562
Major: World Series,Ranked #253,,,Finished,2,28,"['Dec16', '2011']","['Jan18', '2012']",104
Rurouni Kenshin: Meiji Kenkaku Romantan,Ranked #254,"ActionAction,","HistoricalHistorical,",Finished,94,25,"['Jan10', '1996']","['Sep8', '1998']",9.852
Shinsekai yori,Ranked #255,"DramaDrama,",,Finished,25,22,"['Sep29', '2012']","['Mar23', '2013']",21.698
Steins;Gate: Oukoubakko no Poriomania,Ranked #256,"ComedyComedy,",,Finished,1,24,"['Feb22', '2012']",[''],790
Tenki no Ko,Ranked #257,Award,,Finished,1,1,"['Jul19', '2019']",[''],11.492
Ashita no Joe,Ranked #258,"DramaDrama,",,Finished,79,25,"['Apr1', '1970']","['Sep29', '1971']",1.832
Beck,Ranked #259,"ComedyComedy,",,Finished,26,25,"['Oct7', '2004']","['Mar31', '2005']",8.065
Doukyuusei (Movie),Ranked #260,Boys,,Finished,1,1,"['Feb20', '2016']",[''],5.860
Dr. Stone,Ranked #261,"AdventureAdventure,","SurvivalSurvival,",Finished,24,24,"['Jul5', '2019']","['Dec13', '2019']",26.443
Gintama: Shinyaku Benizakura-hen,Ranked #263,"ActionAction,","HistoricalHistorical,",Finished,1,11,"['Dec15', '2010']",[''],51
Hotarubi no Mori e,Ranked #264,Award,,Finished,1,45,"['Sep17', '2011']",[''],9.983
86,Ranked #265,"ActionAction,","MechaMecha,",Finished,11,23,"['Apr11', '2021']","['Jun20', '2021']",16.376
Fate/Zero,Ranked #266,"ActionAction,",,Finished,13,28,"['Oct2', '2011']","['Dec25', '2011']",32.958
Ginga Eiyuu Densetsu: Die Neue These - Gekitotsu,Ranked #267,"DramaDrama,",Adult,Finished,12,25,"['Mar4', '2022']","['May13', '2022']",108
Initial D Final Stage,Ranked #268,,,Finished,4,27,"['May16', '2014']","['Jun22', '2014']",868
Ramayana: The Legend of Prince Rama,Ranked #269,,,Finished,1,2,"['Jan15', '1993']",[''],149
Redline,Ranked #270,"ActionAction,",Adult,Finished,1,1,"['Aug14', '2009']",[''],5.258
Shirobako,Ranked #271,Award,Adult,Finished,24,24,"['Oct9', '2014']","['Mar26', '2015']",6.179
Tokyo Godfathers,Ranked #272,Award,,Finished,1,1,"['Nov8', '2003']",[''],2.398
Tsubasa: Tokyo Revelations,Ranked #273,"ActionAction,",,Finished,3,30,"['Nov16', '2007']","['Mar17', '2008']",829
World Trigger 3rd Season,Ranked #274,"ActionAction,",,Finished,14,23,"['Oct10', '2021']","['Jan23', '2022']",1.023
Yuru Camp△,Ranked #275,,"CGDCTCGDCT,",Finished,12,23,"['Jan4', '2018']","['Mar22', '2018']",10.368
Yuukoku no Moriarty Part 2,Ranked #276,"MysteryMystery,",Adult,Finished,13,23,"['Apr4', '2021']","['Jun27', '2021']",2.822
Gin no Saji 2nd Season,Ranked #277,,,Finished,11,24,"['Jan10', '2014']","['Mar28', '2014']",648
Golden Kamuy 4th Season,Ranked #278,"ActionAction,",Adult,Currently,13,23,"['Oct3', '2022']",['?'],445
Gyakkyou Burai Kaiji: Ultimate Survivor,Ranked #279,,Adult,Finished,26,23,"['Oct3', '2007']","['Apr2', '2008']",9.644
Kono Subarashii Sekai ni Shukufuku wo! 2,Ranked #280,"AdventureAdventure,","IsekaiIsekai,",Finished,10,23,"['Jan12', '2017']","['Mar16', '2017']",11.662
Koukaku Kidoutai,Ranked #281,"ActionAction,",Adult,Finished,1,1,"['Nov18', '1995']",[''],12.156
Nodame Cantabile,Ranked #282,"ComedyComedy,",Adult,Finished,23,22,"['Jan12', '2007']","['Jun15', '2007']",4.902
Stranger: Mukou Hadan,Ranked #283,"ActionAction,","HistoricalHistorical,",Finished,1,1,"['Sep29', '2007']",[''],2.909
Naruto: Shippuuden,Ranked #284,"ActionAction,",,Finished,500,23,"['Feb15', '2007']","['Mar23', '2017']",106.348
Planetes,Ranked #285,Award,Adult,Finished,26,25,"['Oct4', '2003']","['Apr17', '2004']",3.818
Space☆Dandy 2nd Season,Ranked #286,"ComedyComedy,",Adult,Finished,13,24,"['Jul6', '2014']","['Sep25', '2014']",1.795
Tenkuu no Shiro Laputa,Ranked #287,"AdventureAdventure,",,Finished,1,2,"['Aug2', '1986']",[''],3.980
Bakemono no Ko,Ranked #288,"AdventureAdventure,","AnthropomorphicAnthropomorphic,",Finished,1,1,"['Jul11', '2015']",[''],3.102
Diamond no Ace: Act II,Ranked #289,,"SchoolSchool,",Finished,52,24,"['Apr2', '2019']","['Mar31', '2020']",923
Hajime no Ippo: Champion Road,Ranked #290,,,Finished,1,1,"['Apr18', '2003']",[''],209
Holo no Graffiti,Ranked #296,,,Currently,,1,"['May5', '2019']",['?'],1.799
Hunter x Hunter: Greed Island Final,Ranked #291,"ActionAction,",,Finished,14,24,"['Mar3', '2004']","['Aug18', '2004']",233
Ao Ashi,Ranked #292,,,Finished,24,24,"['Apr9', '2022']","['Sep24', '2022']",2.724
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Fuka Shou - Yakusai-hen,Ranked #293,"ActionAction,",,Finished,11,24,"['Jan7', '2023']","['Mar18', '2023']",1.043
Ginga Eiyuu Densetsu: Die Neue These - Seiran 3,Ranked #294,"DramaDrama,",Adult,Finished,4,25,"['Nov29', '2019']",[''],89
Gyakkyou Burai Kaiji: Hakairoku-hen,Ranked #295,,Adult,Finished,26,24,"['Apr6', '2011']","['Sep28', '2011']",2.599
Tonari no Totoro,Ranked #297,"AdventureAdventure,",,Finished,1,1,"['Apr16', '1988']",[''],7.842
Kuroshitsuji Movie: Book of the Atlantic,Ranked #298,"ActionAction,","HistoricalHistorical,",Finished,1,1,"['Jan21', '2017']",[''],1.374
Non Non Biyori Movie: Vacation,Ranked #299,,"CGDCTCGDCT,",Finished,1,1,"['Aug25', '2018']",[''],205
Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,Ranked #300,"DramaDrama,",,Finished,13,24,"['Oct4', '2018']","['Dec27', '2018']",44.465
Sennen Joyuu,Ranked #301,"ActionAction,","HistoricalHistorical,",Finished,1,1,"['Sep14', '2002']",[''],2.441
Sono Bisque Doll wa Koi wo Suru,Ranked #302,,Otaku,Finished,12,23,"['Jan9', '2022']","['Mar27', '2022']",18.427
Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,Ranked #303,"Sci-FiSci-Fi,",,Finished,1,24,"['Dec3', '2015']",[''],390
Nodame Cantabile: Finale,Ranked #304,"ComedyComedy,",Adult,Finished,11,22,"['Jan15', '2010']","['Mar26', '2010']",409
Re:Zero kara Hajimeru Isekai Seikatsu,Ranked #305,"DramaDrama,","IsekaiIsekai,",Finished,25,25,"['Apr4', '2016']","['Sep19', '2016']",64.154
Sasaki to Miyano,Ranked #306,,Otaku,Finished,12,23,"['Jan10', '2022']","['Mar28', '2022']",4.178
Danshi Koukousei no Nichijou,Ranked #307,,Gag,Finished,12,24,"['Jan10', '2012']","['Mar27', '2012']",13.750
Detective Conan: Episode One - The Great Detective Turned Small,Ranked #308,"AdventureAdventure,",,Finished,1,1,"['Dec9', '2016']",[''],59
Dororo,Ranked #309,"ActionAction,","HistoricalHistorical,",Finished,24,24,"['Jan7', '2019']","['Jun24', '2019']",19.175
Golden Kamuy 2nd Season,Ranked #310,"ActionAction,",Adult,Finished,12,23,"['Oct8', '2018']","['Dec24', '2018']",896
Youjo Senki Movie,Ranked #311,"ActionAction,","IsekaiIsekai,",Finished,1,1,"['Feb8', '2019']",[''],1.002
Kotarou wa Hitorigurashi,Ranked #312,"ComedyComedy,",,Finished,10,27,"['Mar10', '2022']",[''],1.762
Major S3,Ranked #313,,,Finished,26,25,"['Jan6', '2007']","['Jun30', '2007']",350
One Piece Movie 14: Stampede,Ranked #314,"ActionAction,",,Finished,1,1,"['Aug9', '2019']",[''],633
Ginga Eiyuu Densetsu: Die Neue These - Sakubou,Ranked #315,"DramaDrama,",Adult,Finished,12,25,"['Sep30', '2022']","['Nov25', '2022']",49
Great Pretender,Ranked #316,"ActionAction,",,Finished,23,23,"['Jul9', '2020']","['Dec17', '2020']",9.369
Hajime no Ippo: Mashiba vs. Kimura,Ranked #317,,,Finished,1,1,"['Sep5', '2003']",[''],168
Kidou Senshi Gundam: Tekketsu no Orphans 2nd Season,Ranked #318,"ActionAction,","MechaMecha,",Finished,25,24,"['Oct2', '2016']","['Apr2', '2017']",1.543
Bungou Stray Dogs 3rd Season,Ranked #319,"ActionAction,",Adult,Finished,12,23,"['Apr12', '2019']","['Jun28', '2019']",4.803
Fruits Basket 1st Season,Ranked #320,"DramaDrama,",Love,Finished,25,23,"['Apr6', '2019']","['Sep21', '2019']",14.779
Trigun,Ranked #321,"ActionAction,",,Finished,26,24,"['Apr1', '1998']","['Sep30', '1998']",14.751
Wu Liuqi: Zui Qiang Fa Xing Shi,Ranked #341,"ActionAction,",Martial,Finished,10,16,"['Oct23', '2019']","['Jan1', '2020']",489
Kono Sekai no Katasumi ni,Ranked #323,Award,,Finished,1,2,"['Nov12', '2016']",[''],1.459
Kuroko no Basket 2nd Season,Ranked #324,,"SchoolSchool,",Finished,25,24,"['Oct6', '2013']","['Mar30', '2014']",4.313
Magi: The Kingdom of Magic,Ranked #325,"ActionAction,",,Finished,25,25,"['Oct6', '2013']","['Mar30', '2014']",7.577
Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari,Ranked #326,"DramaDrama,",Mahou,Finished,1,2,"['Oct6', '2012']",[''],907
Majo no Takkyuubin,Ranked #327,"AdventureAdventure,",,Finished,1,1,"['Jul29', '1989']",[''],5.243
Major S1,Ranked #328,,,Finished,26,25,"['Nov13', '2004']","['May21', '2005']",1.366
Mimi wo Sumaseba,Ranked #329,"DramaDrama,",,Finished,1,1,"['Jul15', '1995']",[''],4.569
Ookami to Koushinryou,Ranked #330,"AdventureAdventure,",,Finished,13,24,"['Jan9', '2008']","['Mar26', '2008']",17.461
SKET Dance,Ranked #331,,,Finished,77,24,"['Apr7', '2011']","['Sep27', '2012']",3.170
Lycoris Recoil,Ranked #332,,,Finished,13,24,"['Jul2', '2022']","['Sep24', '2022']",6.853
ReLIFE: Kanketsu-hen,Ranked #333,"DramaDrama,",,Finished,4,23,"['Mar21', '2018']",[''],1.706
Tanoshii Muumin Ikka,Ranked #334,"AdventureAdventure,",,Finished,78,24,"['Apr12', '1990']","['Oct3', '1991']",654
Cardcaptor Sakura Movie 2: Fuuin Sareta Card,Ranked #335,Award,,Finished,1,1,"['Jul15', '2000']",[''],437
Detective Conan Movie 13: The Raven Chaser,Ranked #336,"ActionAction,",,Finished,1,1,"['Apr18', '2009']",[''],78
Hachimitsu to Clover II,Ranked #337,"DramaDrama,",Adult,Finished,12,23,"['Jun30', '2006']","['Sep15', '2006']",954
IDOLiSH7 Third Beat!,Ranked #338,,Idols,Finished,13,24,"['Jul4', '2021']","['Sep26', '2021']",331
Kaguya-hime no Monogatari,Ranked #339,Award,,Finished,1,2,"['Nov23', '2013']",[''],2.388
Kamisama Hajimemashita◎,Ranked #340,"ComedyComedy,",,Finished,12,23,"['Jan6', '2015']","['Mar31', '2015']",2.824
xxxHOLiC◆Kei,Ranked #322,"ComedyComedy,",,Finished,13,24,"['Apr4', '2008']","['Jun27', '2008']",586
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,Ranked #342,"ComedyComedy,",Love,Finished,13,24,"['Apr3', '2015']","['Jun26', '2015']",15.676
Vanitas no Karte Part 2,Ranked #343,"ActionAction,","HistoricalHistorical,",Finished,12,23,"['Jan15', '2022']","['Apr2', '2022']",2.494
xxxHOLiC Rou,Ranked #344,"MysteryMystery,",,Finished,2,35,"['Apr23', '2010']","['Mar9', '2011']",179
Major S2,Ranked #345,,,Finished,26,25,"['Dec10', '2005']","['Jun10', '2006']",307
No Game No Life: Zero,Ranked #346,"DramaDrama,",,Finished,1,1,"['Jul15', '2017']",[''],7.499
Nomad: Megalo Box 2,Ranked #347,"Sci-FiSci-Fi,",,Finished,13,24,"['Apr4', '2021']","['Jun27', '2021']",1.981
Quanzhi Gaoshou Specials,Ranked #348,,,Finished,3,27,"['Apr27', '2018']","['May11', '2018']",351
Saiki Kusuo no Ψ-nan: Kanketsu-hen,Ranked #349,"ComedyComedy,",Gag,Finished,1,47,"['Dec28', '2018']",[''],357
Shoujo Shuumatsu Ryokou,Ranked #350,"AdventureAdventure,",,Finished,12,23,"['Oct6', '2017']","['Dec22', '2017']",6.363
Berserk: Ougon Jidai-hen III - Kourin,Ranked #351,"ActionAction,","GoreGore,",Finished,1,1,"['Feb1', '2013']",[''],1.542
Horimiya,Ranked #352,,,Finished,13,23,"['Jan10', '2021']","['Apr4', '2021']",31.129
InuYasha: Kanketsu-hen,Ranked #353,"ActionAction,","HistoricalHistorical,",Finished,26,24,"['Oct4', '2009']","['Mar30', '2010']",2.094
JoJo no Kimyou na Bouken Part 6: Stone Ocean,Ranked #354,"ActionAction,",,Finished,12,24,"['Dec1', '2021']",[''],6.740
Asobi Asobase,Ranked #355,,Gag,Finished,12,23,"['Jul8', '2018']","['Sep23', '2018']",6.143
Bakuman.,Ranked #356,"ComedyComedy,",,Finished,25,24,"['Oct2', '2010']","['Apr2', '2011']",9.319
Bungou Stray Dogs 2nd Season,Ranked #357,"ActionAction,",Adult,Finished,12,23,"['Oct6', '2016']","['Dec16', '2016']",6.561
Chihayafuru,Ranked #358,"DramaDrama,",Love,Finished,25,22,"['Oct5', '2011']","['Mar28', '2012']",7.637
Fate/stay night: Unlimited Blade Works,Ranked #359,"ActionAction,",,Finished,12,28,"['Oct12', '2014']","['Dec28', '2014']",15.948
Haikyuu!! Movie 4: Concept no Tatakai,Ranked #360,,"SchoolSchool,",Finished,1,1,"['Sep29', '2017']",[''],73
Yojouhan Time Machine Blues,Ranked #361,"ComedyComedy,","PsychologicalPsychological,",Finished,6,20,"['Sep14', '2022']","['Oct12', '2022']",192
Yoru wa Mijikashi Arukeyo Otome,Ranked #362,"ComedyComedy,",,Finished,1,1,"['Apr7', '2017']",[''],1.603
Little Busters! Refrain,Ranked #363,"ComedyComedy,",,Finished,13,24,"['Oct5', '2013']","['Dec28', '2013']",2.067
Liz to Aoi Tori,Ranked #364,Award,"MusicMusic,",Finished,1,1,"['Apr21', '2018']",[''],2.357
Maison Ikkoku,Ranked #365,"ComedyComedy,",,Finished,96,25,"['Mar26', '1986']","['Mar2', '1988']",1.595
Major S4,Ranked #366,,,Finished,26,24,"['Jan5', '2008']","['Jun28', '2008']",196
One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari,Ranked #367,"ActionAction,",,Finished,1,1,"['Aug24', '2013']",[''],74
Paripi Koumei,Ranked #368,,Adult,Finished,12,23,"['Apr5', '2022']","['Jun21', '2022']",2.395
Senki Zesshou Symphogear XV,Ranked #369,"ActionAction,",Idols,Finished,13,23,"['Jul7', '2019']","['Sep29', '2019']",844
Shoujo Kakumei Utena,Ranked #370,Award,Mahou,Finished,39,23,"['Apr2', '1997']","['Dec24', '1997']",7.754
Stand By Me Doraemon 2,Ranked #371,"ComedyComedy,",,Finished,1,1,"['Nov20', '2020']",[''],104
Luo Xiao Hei Zhan Ji (Movie),Ranked #372,"AdventureAdventure,",,Finished,1,1,"['Sep7', '2019']",[''],314
Non Non Biyori Repeat,Ranked #373,,"CGDCTCGDCT,",Finished,12,23,"['Jul7', '2015']","['Sep22', '2015']",1.279
Toaru Kagaku no Railgun T,Ranked #374,"ActionAction,",,Finished,25,24,"['Jan10', '2020']","['Sep25', '2020']",3.199
Ballroom e Youkoso,Ranked #375,,,Finished,24,24,"['Jul9', '2017']","['Dec17', '2017']",3.390
Buddy Daddies,Ranked #376,"ActionAction,","ChildcareChildcare,",Finished,12,24,"['Jan7', '2023']","['Apr1', '2023']",1.865
Fate/stay night Movie: Heaven's Feel - I. Presage Flower,Ranked #377,"ActionAction,",,Finished,1,2,"['Oct14', '2017']",[''],2.449
Girls & Panzer Movie,Ranked #378,"ActionAction,","MilitaryMilitary,",Finished,1,2,"['Nov21', '2015']",[''],1.307
Higurashi no Naku Koro ni Kai,Ranked #379,"MysteryMystery,","GoreGore,",Finished,24,24,"['Jul6', '2007']","['Dec18', '2007']",7.216
Hunter x Hunter: Greed Island,Ranked #380,"ActionAction,",,Finished,8,22,"['Feb5', '2003']","['Apr16', '2003']",280
Aria the Natural,Ranked #381,"FantasyFantasy,",,Finished,26,24,"['Apr3', '2006']","['Sep25', '2006']",796
Black Lagoon: The Second Barrage,Ranked #382,,Adult,Finished,12,23,"['Oct3', '2006']","['Dec19', '2006']",2.954
Detective Conan,Ranked #383,"AdventureAdventure,",,Currently,,25,"['Jan8', '1996']",['?'],13.758
Detective Conan Movie 20: The Darkest Nightmare,Ranked #384,"ActionAction,",,Finished,1,1,"['Apr16', '2016']",[''],99
Digimon Adventure: Last Evolution Kizuna,Ranked #385,"ActionAction,",,Finished,1,1,"['Feb21', '2020']",[''],281
Dr. Stone: Stone Wars,Ranked #386,"AdventureAdventure,","SurvivalSurvival,",Finished,11,24,"['Jan14', '2021']","['Mar25', '2021']",7.040
Girls & Panzer: Saishuushou Part 3,Ranked #387,,"MilitaryMilitary,",Finished,1,47,"['Mar26', '2021']",[''],97
K-On!!,Ranked #388,Award,"CGDCTCGDCT,",Finished,26,24,"['Apr7', '2010']","['Sep29', '2010']",14.167
Akira,Ranked #389,"ActionAction,","GoreGore,",Finished,1,2,"['Jul16', '1988']",[''],12.740
Cardcaptor Sakura,Ranked #390,"AdventureAdventure,",Mahou,Finished,70,25,"['Apr7', '1998']","['Mar21', '2000']",12.614
Death Parade,Ranked #391,"DramaDrama,",Adult,Finished,12,23,"['Jan10', '2015']","['Mar28', '2015']",27.236
Dragon Ball Super: Broly,Ranked #392,"ActionAction,",Martial,Finished,1,1,"['Dec14', '2018']",[''],2.774
Dragon Ball Z,Ranked #393,"ActionAction,",Martial,Finished,291,24,"['Apr26', '1989']","['Jan31', '1996']",35.740
Initial D Fourth Stage,Ranked #395,"ActionAction,",,Finished,24,27,"['Apr17', '2004']","['Feb18', '2006']",1.225
Initial D Second Stage,Ranked #396,"ActionAction,",,Finished,13,23,"['Oct15', '1999']","['Jan21', '2000']",978
Major: Message,Ranked #398,,,Finished,1,24,"['Dec17', '2010']",[''],60
Noragami Aragoto,Ranked #399,"ActionAction,",,Finished,13,24,"['Oct3', '2015']","['Dec26', '2015']",11.381
Ouran Koukou Host Club,Ranked #400,"ComedyComedy,","CrossdressingCrossdressing,",Finished,26,23,"['Apr5', '2006']","['Sep27', '2006']",32.930
Shokugeki no Souma,Ranked #401,"GourmetGourmet,",,Finished,24,25,"['Apr4', '2015']","['Sep26', '2015']",23.389
Tengen Toppa Gurren Lagann Movie 1: Gurren-hen,Ranked #402,"ActionAction,",,Finished,1,1,"['Sep6', '2008']",[''],392
Yuukoku no Moriarty,Ranked #403,"MysteryMystery,",Adult,Finished,11,23,"['Oct11', '2020']","['Dec20', '2020']",6.323
Working!!! Lord of the Takanashi,Ranked #404,"ComedyComedy,",,Finished,1,49,"['Mar30', '2016']",[''],210
Eiga Daisuki Pompo-san,Ranked #394,"ComedyComedy,",,Finished,1,1,"['Jun4', '2021']",[''],320
Given: Uragawa no Sonzai,Ranked #405,Boys,"MusicMusic,",Finished,1,22,"['Dec1', '2021']",[''],712
IDOLiSH7 Second Beat!,Ranked #406,,Idols,Finished,15,24,"['Apr5', '2020']","['Dec27', '2020']",368
Kaguya-sama wa Kokurasetai: Ultra Romantic Teaser PV - Ishigami Yuu wa Kataritai,Ranked #407,,,Finished,1,9,"['Oct21', '2021']",[''],79
"Kamisama Hajimemashita: Kamisama, Shiawase ni Naru",Ranked #408,"ComedyComedy,",,Finished,1,12,"['Dec20', '2016']",[''],180
Kyoukai no Kanata Movie 2: I'll Be Here - Mirai-hen,Ranked #409,"ActionAction,",,Finished,1,1,"['Apr25', '2015']",[''],1.024
Lupin III: Cagliostro no Shiro,Ranked #410,"ActionAction,",,Finished,1,1,"['Dec15', '1979']",[''],1.268
Made in Abyss Movie 1: Tabidachi no Yoake,Ranked #397,"AdventureAdventure,","GoreGore,",Finished,1,1,"['Jan4', '2019']",[''],196
Natsume Yuujinchou: Ishi Okoshi to Ayashiki Raihousha,Ranked #411,"DramaDrama,","IyashikeiIyashikei,",Finished,1,51,"['Jan16', '2021']",[''],98
Lupin III: Part 5,Ranked #412,"ActionAction,",,Finished,24,22,"['Apr4', '2018']","['Sep19', '2018']",376
Nisemonogatari,Ranked #414,"ComedyComedy,",,Finished,11,25,"['Jan8', '2012']","['Mar18', '2012']",3.846
Nodame Cantabile: Paris-hen,Ranked #415,"ComedyComedy,",Adult,Finished,11,23,"['Oct10', '2008']","['Dec19', '2008']",281
Non Non Biyori Nonstop: Bukatsu wo Ganbatta,Ranked #416,,"CGDCTCGDCT,",Finished,1,22,"['Mar23', '2022']",[''],23
One Piece Film: Z,Ranked #417,"ActionAction,",,Finished,1,1,"['Dec15', '2012']",[''],588
Seirei no Moribito,Ranked #418,"ActionAction,",,Finished,26,25,"['Apr7', '2007']","['Sep29', '2007']",2.646
Tensei shitara Slime Datta Ken,Ranked #419,"ActionAction,","IsekaiIsekai,",Finished,24,23,"['Oct2', '2018']","['Mar19', '2019']",27.293
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,Ranked #420,"DramaDrama,","PsychologicalPsychological,",Finished,13,23,"['Jul4', '2022']","['Sep26', '2022']",7.170
Black Clover,Ranked #421,"ActionAction,",,Finished,170,23,"['Oct3', '2017']","['Mar30', '2021']",42.796
Gankutsuou,Ranked #422,Award,,Finished,24,24,"['Oct6', '2004']","['Mar30', '2005']",3.779
Ginga Eiyuu Densetsu: Die Neue These - Seiran 2,Ranked #423,"DramaDrama,",Adult,Finished,4,25,"['Oct25', '2019']",[''],41
Given Movie,Ranked #424,Boys,,Finished,1,59,"['Aug22', '2020']",[''],1.525
Hinamatsuri (TV),Ranked #425,"ComedyComedy,","ChildcareChildcare,",Finished,12,23,"['Apr6', '2018']","['Jun22', '2018']",4.268
Kaiba,Ranked #426,"AdventureAdventure,",,Finished,12,24,"['Apr11', '2008']","['Jul25', '2008']",3.503
Doraemon Movie 31: Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi,Ranked #427,"AdventureAdventure,",,Finished,1,1,"['Mar5', '2011']",[''],119
Eizouken ni wa Te wo Dasu na!,Ranked #428,"AdventureAdventure,",Otaku,Finished,12,25,"['Jan6', '2020']","['Mar23', '2020']",3.849
